index,thesis_year,thesis_title,thesis_author,size,thesis_link,pdf_link,resumen,path,exist,isPDF,isScan,school_simple,school_complex,thesis_tutor
15,31-May-2011,Deshidrogenación oxidativa de n-pentano sobre catalizadores de vmgo soportados y vmgo promovidos con galio y antimonio,"Acevedo B., Adriana",6.64 MB,http://saber.ucv.ve/handle/10872/57,http://saber.ucv.ve/bitstream/10872/57/1/TEG%20-%20Adriana%20Acevedo.pdf,,thesis_pdf_all/15.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,Armas
30,31-May-2011,Comportamiento a la fatiga y fatiga-corrosión del acero sae 4140 recubierto por termo-rociado,"Da Silva D., Jose A.; Nunes M., Jose D.",3.04 MB,http://saber.ucv.ve/handle/10872/48,http://saber.ucv.ve/bitstream/10872/48/1/TESIS.pdf,,thesis_pdf_all/30.pdf,True,True,False,escuela de ingenieria mecanica,Escuela de Ingeniería Mecanica,Eli Saul Puchi
3,27-May-2011,"La producción de conocimiento : un análisis métrico en el programa de investigación y desarollo del IDEC-FAU-UCV, 2008.","Adrian Mogollón, Julia; Echezuria Perozo, Jorge E.; Valero Goncalves, Yusmary L.",995.92 kB,http://saber.ucv.ve/handle/10872/29,http://saber.ucv.ve/bitstream/10872/29/1/TL-EBA_oct2008_A3.pdf,,thesis_pdf_all/3.pdf,True,True,False,escuela de bibliotecologia y archivologia,Escuela de Bibliotecología y Archivología,Angel Moros R
4,27-May-2011,Desarrollo de un algoritmo computacional para determinar el efecto de la deposición de parafina sobre el gradiente de presión de flujo multifásico en tuberías,"D'Amico, Walter F.",506.32 kB,http://saber.ucv.ve/handle/10872/32,http://saber.ucv.ve/bitstream/10872/32/1/Tesis%20de%20Grado%20de%20Walter%20D%27Amico.PDF,,thesis_pdf_all/4.pdf,True,True,False,escuela de ingenieria mecanica,Escuela de Ingeniería Mecanica,Reinaldo Garcia
5,27-May-2011,"Evaluación geofísica integral de los conos aluviales en Macuto, Caraballeda y Tanaguarenas","Cragno, Analia V.; Romero, Marcos A.",3.02 MB,http://saber.ucv.ve/handle/10872/31,http://saber.ucv.ve/bitstream/10872/31/1/Evaluaci%c3%b3n%20Geof%c3%adsica%20Integral_noPW.pdf,,thesis_pdf_all/5.pdf,True,True,False,"escuela de geologia, minas y geofisica","Escuela de Geología, Minas y Geofísica",Gustavo Malave
6,27-May-2011,Estudio de la influencia de las condiciones de preparación de catalizadores de ru/zeolita-y y ru/ al2 o3 en reacciones de hidrotratamiento,"Fernández, Fernando J.",1.78 MB,http://saber.ucv.ve/handle/10872/33,http://saber.ucv.ve/bitstream/10872/33/1/tesis%20%20%20fin%20ii.pdf,,thesis_pdf_all/6.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,Luis Melo
7,27-May-2011,"Diseño de estrategias para optimizar la calidad de los servicios de la Biblioteca Marcel Roche del Instituto Venezolano de Investigaciones Científicas (IVIC), 2006.","Echezuria Perozo, Jorge E.; Rondon, María C.; Gutierrez Luna, Melany",3.02 MB,http://saber.ucv.ve/handle/10872/28,http://saber.ucv.ve/bitstream/10872/28/1/TL-EBA_jun2006_E2.pdf,,thesis_pdf_all/7.pdf,True,True,False,escuela de bibliotecologia y archivologia,Escuela de Bibliotecología y Archivología,Carlos Ortuno
8,31-May-2011,Diseño y construcción de un rotor de bomba centrífuga en el centro de mecanizado,"Silva P., Daniel J.",7.16 MB,http://saber.ucv.ve/handle/10872/49,http://saber.ucv.ve/bitstream/10872/49/1/DISE%c3%91O%20Y%20CONSTRUC-%20CI%c3%93N%20DE%20UN%20ROTOR%20DE%20BOMBA%20CENTR%c3%8dFUGA%20EN%20EL%20CENTRO%20DE%20MECANIZADO.pdf,,thesis_pdf_all/8.pdf,True,True,False,escuela de ingenieria mecanica,Escuela de Ingeniería Mecanica,Rodolfo Berrios
10,31-May-2011,Influencia del recocido y temple sobre la dureza de un deposito de recargue duro del tipo EFe5-B,"Suárez B., Efren J.",3.36 MB,http://saber.ucv.ve/handle/10872/51,http://saber.ucv.ve/bitstream/10872/51/1/tesis%20efren%20suarez.pdf,,thesis_pdf_all/10.pdf,True,True,False,escuela de ingenieria metalurgica y ciencia de los materiales,Escuela de Ingeniería Metalúrgica y Ciencia de los Materiales,Vicente Ignoto
11,31-May-2011,Modelado de lodos activados en estado estacionario,"Salazar A., Daniel E.",6.06 MB,http://saber.ucv.ve/handle/10872/44,http://saber.ucv.ve/bitstream/10872/44/1/Modelado%20de%20Lodos%20Activados%20en%20Estado%20Estacionario.pdf,,thesis_pdf_all/11.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,Rosalba Sciamanna
12,31-May-2011,Interpretación sísmica estructural 3D y uso de atributos sísmicos en el cretácico. Bloques IX y XIV del Lago de Maracaibo,"Zapata L., Iris C.",7.16 MB,http://saber.ucv.ve/handle/10872/54,http://saber.ucv.ve/bitstream/10872/54/3/T.E.G.%20Iris%20Zapata.pdf,,thesis_pdf_all/12.pdf,True,True,False,"escuela de geologia, minas y geofisica","Escuela de Geología, Minas y Geofísica",Pedro LeonTUTOR
13,31-May-2011,Diseño computarizado de intercambiadores de calor bajo ambiente Windows (parteII),"Abdalah B., Mickael",860.19 kB,http://saber.ucv.ve/handle/10872/55,http://saber.ucv.ve/bitstream/10872/55/1/Tesis%20II.pdf,,thesis_pdf_all/13.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,Jose Francisco Fernandez
17,31-May-2011,Evaluación del sistema de refrigeración del lubricante para turbinas a gas MS 5001P,"Aguilera L., Engelbert; Alvarez Q., John A.",15.52 MB,http://saber.ucv.ve/handle/10872/59,http://saber.ucv.ve/bitstream/10872/59/1/TEG__EVALUACION_DEL_SISTEMA.PDF,,thesis_pdf_all/17.pdf,True,True,False,escuela de ingenieria mecanica,Escuela de Ingeniería Mecanica,Julio Zambrano
32,1-Jun-2011,"Identificación de planes de explotación para el yacimiento C7 del área vla-31, flanco oeste, Campo Lagomar, Estado Zulia","Alvarez R., Argenis J.",4.24 MB,http://saber.ucv.ve/handle/10872/62,http://saber.ucv.ve/bitstream/10872/62/1/IDENTIFICACI%c3%93N%20DE%20PLANES%20DE%20EXPLOTACI%c3%93N%20PARA%20EL%20YACIMIENTO%20C7.pdf,,thesis_pdf_all/32.pdf,True,True,False,escuela de ingenieria de petroleo,Escuela de Ingeniería de Petroleo,Martin Essenfeld
18,31-May-2011,Consideraciones técnico-económicas en los recortes de producción OPEP,"Almeida M., Juan C.; Rodríguez M., Warrer F.",7.08 MB,http://saber.ucv.ve/handle/10872/60,http://saber.ucv.ve/bitstream/10872/60/1/TESIS.pdf,,thesis_pdf_all/18.pdf,True,True,False,escuela de ingenieria de petroleo,Escuela de Ingeniería de Petroleo,Rodrigo PerazaProf
19,31-May-2011,"Estudio fluidodinámico en una columna rellena con empaque estructurado sulzer smvp, con dirección de transferencia de masa de la fase dispersa a la fase continua","Altuve Ch., María I.; Cueto G., Frederick",1.21 MB,http://saber.ucv.ve/handle/10872/61,http://saber.ucv.ve/bitstream/10872/61/1/Tesis.pdf,,thesis_pdf_all/19.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,Hinda Elman
20,31-May-2011,"""Comparación de metodologías para la determinación de aldehídos en el aire ambiental. Montaje de una estación experimental.”","Fernández P., Solysbeht.; Rivas T., Nahir J.",4.43 MB,http://saber.ucv.ve/handle/10872/38,http://saber.ucv.ve/bitstream/10872/38/1/TESIS.pdf,,thesis_pdf_all/20.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,Eric OmanaPresentado
21,31-May-2011,Caracterización de revoques formados utilizando intecarb (grados 10-15 y 30-35) con adición de finos y gruesos,"Fernández P., Odilo J.; Núñez B., Alvaro O.",2.71 MB,http://saber.ucv.ve/handle/10872/39,http://saber.ucv.ve/bitstream/10872/39/1/TRABAJO%20ESPECIAL%20DE%20GRADO%20II%20final.pdf,,thesis_pdf_all/21.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,Mary Luz Alonso
22,31-May-2011,"Efecto de los rayos gamma (g) sobre el comportamiento mecánico, térmico y morfológico de las mezclas de ps/pp.","Rodríguez G., Marlene C.",1.62 MB,http://saber.ucv.ve/handle/10872/42,http://saber.ucv.ve/bitstream/10872/42/1/Tesis%20M_Rodriguez.PDF,,thesis_pdf_all/22.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,Carmen Albano
23,31-May-2011,"Formación de revoques sobre discos porosos utilizando intecarb 20-25, 40-45 con adición de finos y gruesos","Salazar C., Yoraima I.; Valero S., Ada Y.",4.46 MB,http://saber.ucv.ve/handle/10872/43,http://saber.ucv.ve/bitstream/10872/43/1/FORMACI%c3%93N%20DE%20REVOQUES%20SOBRE%20DISCOS%20POROSOS%28Salazar%20-%20Valero%29.pdf,,thesis_pdf_all/23.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,Jose Angel Sorrentino
24,31-May-2011,"Determinación de registros pseudo sónicos a partir de registros de resistividad en los campos Barúa, Motatán Y Tomoporo.","Urbina P., Eros R.",11.62 MB,http://saber.ucv.ve/handle/10872/53,http://saber.ucv.ve/bitstream/10872/53/1/TRABAJO%20ESPECIAL%20DE%20GRADO.pdf,,thesis_pdf_all/24.pdf,True,True,False,"escuela de geologia, minas y geofisica","Escuela de Geología, Minas y Geofísica",Oswaldo Salazar
25,31-May-2011,Propuesta de un sistema de administración de inventarios de producto terminado y racionalización de inventarios en una empresa de consumo masivo.,"Sánchez M., José R.",562.96 kB,http://saber.ucv.ve/handle/10872/45,http://saber.ucv.ve/bitstream/10872/45/1/TRABAJO%20ESPECIAL%20DE%20GRADO.PDF,,thesis_pdf_all/25.pdf,True,True,False,escuela de ingenieria mecanica,Escuela de Ingeniería Mecanica,Rafael D'AndreaPresentado
26,31-May-2011,Selección de los parámetros de pulso en la soldadura de aleaciones Al-si y Al-Mg con el proceso GMAW-P,"Grella Ch., Miguel A.",6.7 MB,http://saber.ucv.ve/handle/10872/41,http://saber.ucv.ve/bitstream/10872/41/1/TESIS-MAG_noPW.pdf,,thesis_pdf_all/26.pdf,True,True,False,escuela de ingenieria mecanica,Escuela de Ingeniería Mecanica,Vicente Ignoto
27,31-May-2011,Estudio del efecto de la forma y el tamaño de las partículas sobre la velocidad de sedimentación gravitacional de suspensiones,"Sayago P., Johnny A.",1.34 MB,http://saber.ucv.ve/handle/10872/46,http://saber.ucv.ve/bitstream/10872/46/1/Efecto%20de%20forma%20y%20tamano%20en%20sedimentacion.pdf,,thesis_pdf_all/27.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,MICRONES
28,31-May-2011,Caracterización de revoques formados utilizando mezclas monomodales amplias,"Silva C., Silvia M.",2.98 MB,http://saber.ucv.ve/handle/10872/47,http://saber.ucv.ve/bitstream/10872/47/1/Caracterizaci%c3%b3n%20de%20revoques.pdf,,thesis_pdf_all/28.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,Leandro Lezama
31,1-Jun-2011,Caracterización de medios porosos utilizando fenómenos de flujo,"Azuaje A., Andrés E.; Guevara Q., Jesús M.",2.66 MB,http://saber.ucv.ve/handle/10872/69,http://saber.ucv.ve/bitstream/10872/69/1/Tesis%20II.pdf,,thesis_pdf_all/31.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,Jose Angel Sorrentino
59,3-Jun-2011,Análisis del comportamiento de mezclas de PP con SBS irradiados con cobalto 60,"Belgoderi V., Luis A.",3.01 MB,http://saber.ucv.ve/handle/10872/89,http://saber.ucv.ve/bitstream/10872/89/1/Tesis%20%28Tomo%20Final%29.pdf,,thesis_pdf_all/59.pdf,True,True,False,escuela de quimica,Escuela de Química,Carmen Albano
123,23-Jun-2011,Diseño de planta experimental de desalinización solar para abastecer de agua potable a zonas rurales de la Guajira venezolana,"Pocaterra L., Javier E.",7.6 MB,http://saber.ucv.ve/handle/10872/210,http://saber.ucv.ve/bitstream/10872/210/1/Planta%20Desalinizadora%20Solar.pdf,,thesis_pdf_all/123.pdf,True,True,False,escuela de ingenieria mecanica,Escuela de Ingeniería Mecanica,Rodolfo Berrios
45,3-Jun-2011,Evaluación del sistema de manejo de fluidos en superficie para el área mayor de Socororo,"Busto, Trina I.; Zamora M., Oswaldo N.",7.77 MB,http://saber.ucv.ve/handle/10872/95,http://saber.ucv.ve/bitstream/10872/95/1/Tesis%20Acrobat.pdf,,thesis_pdf_all/45.pdf,True,True,False,escuela de ingenieria de petroleo,Escuela de Ingeniería de Petroleo,Brs
121,22-Jun-2011,Evaluación del modelo de mezcla y predicción de calidades de gasolinas formuladas en la Refinería Amuay,"Lobo P., Raúl A.",2.77 MB,http://saber.ucv.ve/handle/10872/187,http://saber.ucv.ve/bitstream/10872/187/1/TRABAJO%20ESPECIAL%20DE%20GRADO.pdf,,thesis_pdf_all/121.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,Berenice Blanco
34,1-Jun-2011,Control multivariable de un sistema de generación de vapor,"Álvarez S., José G.",1.33 MB,http://saber.ucv.ve/handle/10872/64,http://saber.ucv.ve/bitstream/10872/64/1/TEG%20CONTROL%20MULTIVARIABLE%20SGV%20.pdf,,thesis_pdf_all/34.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,Berenice Blanco
35,1-Jun-2011,"Interpretación sísmica estructural 3D y uso de atributos sísmicos en el mioceno medio - eoceno del área VLA-62 bloque I, Lago de Maracaibo","Araujo G., Elisa M.",10.21 MB,http://saber.ucv.ve/handle/10872/65,http://saber.ucv.ve/bitstream/10872/65/1/TEG_Elisa_Araujo.pdf,,thesis_pdf_all/35.pdf,True,True,False,"escuela de geologia, minas y geofisica","Escuela de Geología, Minas y Geofísica",Pedro Leon
36,1-Jun-2011,Aplicación de la metodología VCD (visualización conceptualización y definición) en la elaboración del programa de perforación de una localización del campo sinco de la unidad explotación Barinas del distrito sur de PDVSA.,"Arellano L., Taymara R.; Coello P., Pablo C.",11.06 MB,http://saber.ucv.ve/handle/10872/66,http://saber.ucv.ve/bitstream/10872/66/1/Tesis%20Final.pdf,,thesis_pdf_all/36.pdf,True,True,False,escuela de ingenieria de petroleo,Escuela de Ingeniería de Petroleo,Bueno G
37,1-Jun-2011,Evaluación del sistema de agua de enfriamiento de una planta de alquilación.,"Autuori E., Rosa G.; Meza J., Reinerio J.",8.73 MB,http://saber.ucv.ve/handle/10872/67,http://saber.ucv.ve/bitstream/10872/67/1/Tesis.pdf,,thesis_pdf_all/37.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,Mary Luz Alonso
38,1-Jun-2011,Determinación de propiedades petrofísicas y petrofacies aplicando tecnología de resonancia magnética nuclear a muestras de núcleo de las formaciones gasíferas San Juan y San Antonio del Campo Santa Rosa,"Ávila S., Daniel E.",3.42 MB,http://saber.ucv.ve/handle/10872/68,http://saber.ucv.ve/bitstream/10872/68/1/Trabajo%20Especial%20de%20Grado%20-%20Daniel%20%c3%81vila.pdf,,thesis_pdf_all/38.pdf,True,True,False,escuela de ingenieria de petroleo,Escuela de Ingeniería de Petroleo,Br
39,1-Jun-2011,“Una metodología para la evaluación integral de las luminarias de la Ciudad Universitaria de Caracas”,"Badin C., Atias O.; Vieira M., Alexis M.",17.49 MB,http://saber.ucv.ve/handle/10872/70,http://saber.ucv.ve/bitstream/10872/70/1/Una%20Metodologia%20para%20la%20evaluacion%20integral%20de%20luminarias.pdf,,thesis_pdf_all/39.pdf,True,True,False,escuela de ingenieria civil,Escuela de Ingeniería Civil,Rodolfo Osers
40,1-Jun-2011,Desarrollo de un programa modular para el ajuste de datos experimentales con modelos no lineales,"Bazó C., Pedro J.",1.28 MB,http://saber.ucv.ve/handle/10872/71,http://saber.ucv.ve/bitstream/10872/71/1/TRABAJO%20ESPECIAL%20DE%20GRADO_noPW.pdf,,thesis_pdf_all/40.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,Jose Papa
42,3-Jun-2011,"Estudio microtectónico de la vertiente norte del Macizo Ávila, entre Punta Care y La Guaira, Estado Vargas","Bravo G., Argenis A.; Vilas B., Brian M.",14.97 MB,http://saber.ucv.ve/handle/10872/92,http://saber.ucv.ve/bitstream/10872/92/1/TEG%20Bravo%20%26%20Vilas%202002.pdf,,thesis_pdf_all/42.pdf,True,True,False,"escuela de geologia, minas y geofisica","Escuela de Geología, Minas y Geofísica",Franco Urbani
43,3-Jun-2011,"Factibilidad del uso de tecnología DOWS y tecnología de geles para control de la producción de agua en el área O-16 de bitor, bitúmenes Orinoco, S.A","Briceño. G., Lisett. C.; Leal. A., Omar. E.",12.32 MB,http://saber.ucv.ve/handle/10872/93,http://saber.ucv.ve/bitstream/10872/93/1/TESIS%20Lisett%20%26%20Enrique.pdf,,thesis_pdf_all/43.pdf,True,True,False,escuela de ingenieria de petroleo,Escuela de Ingeniería de Petroleo,Walter Poquioma
44,3-Jun-2011,Evaluación de recubrimientos de babbitt depositados por arco-eléctrico utilizados en cojinetes de turbinas,"Burgos C., Héctor L.",2.51 MB,http://saber.ucv.ve/handle/10872/94,http://saber.ucv.ve/bitstream/10872/94/1/TRABAJO%20ESPECIAL.pdf,,thesis_pdf_all/44.pdf,True,True,False,escuela de ingenieria mecanica,Escuela de Ingeniería Mecanica,Maria de los Angeles Rodriguez de Prato
33,1-Jun-2011,“Estudio del efecto de la adición del compuesto Z – trol 60 como emulsificante y humectante en fluidos de perforación base aceite”,"Alvarez G., David",1.75 MB,http://saber.ucv.ve/handle/10872/63,http://saber.ucv.ve/bitstream/10872/63/1/TESIS%20ALVAREZ.pdf,,thesis_pdf_all/33.pdf,True,True,False,escuela de ingenieria de petroleo,Escuela de Ingeniería de Petroleo,Griselda Zorrilla de Mora
58,3-Jun-2011,Manual de procedimientos para el diseño de proyectos de inversión de capital basado en aspectos de confiabilidad,"Castillo A., Henry J.",1.69 MB,http://saber.ucv.ve/handle/10872/108,http://saber.ucv.ve/bitstream/10872/108/1/Tesis.pdf,,thesis_pdf_all/58.pdf,True,True,False,escuela de ingenieria mecanica,Escuela de Ingeniería Mecanica,Alfonso Quiroga
46,3-Jun-2011,Modelaje y simulación de una celda para la determinación de difusividades térmicas en polímeros empleando métodos no estacionarios.,"Cadenas H., Madelin N.; Pérez P., Tania S.",1.49 MB,http://saber.ucv.ve/handle/10872/96,http://saber.ucv.ve/bitstream/10872/96/1/TOMO%20II_entregafinal.pdf,,thesis_pdf_all/46.pdf,True,True,False,escuela de ingenieria quimica,Escuela de Ingeniería Química,Br
